applicant_id,gender,married,dependents,education,self_employed,applicant_income,coapplicant_income,loan_amount,loan_amount_term,credit_history,property_area,loan_status
2310,Female,No,2,Graduate,Yes,12234,9366,364,360,1,Rural,Approved
2311,Female,No,2,Graduate,No,10569,8039,261,300,1,Urban,Approved
2312,Male,Yes,3,Graduate,Yes,13342,2949,356,120,1,Urban,Approved
2313,Female,No,1,Graduate,No,12800,4254,263,300,0,Urban,Rejected
2314,Female,No,0,Graduate,No,9643,7924,409,120,1,Urban,Approved
2315,Male,No,3,Not Graduate,Yes,14946,2401,277,180,1,Semiurban,Approved
2316,Male,No,3,Graduate,No,12705,2135,318,120,0,Semiurban,Approved
2317,Female,Yes,3,Not Graduate,Yes,7534,5101,287,360,1,Rural,Approved
2318,Female,Yes,2,Not Graduate,Yes,8865,5421,197,180,0,Urban,Rejected
2319,Female,Yes,1,Not Graduate,Yes,3531,7530,261,180,0,Urban,Rejected
2320,Male,Yes,2,Not Graduate,No,8761,6457,297,240,1,Semiurban,Approved
2321,Male,No,3,Graduate,No,3141,2525,352,180,0,Semiurban,Approved
2322,Male,Yes,1,Not Graduate,Yes,14769,3687,103,120,0,Urban,Rejected
2323,Female,No,1,Graduate,No,9050,2148,330,180,0,Semiurban,Approved
2324,Female,No,0,Graduate,No,8106,1120,239,180,1,Rural,Approved
2325,Male,Yes,0,Graduate,No,8093,6381,204,300,1,Rural,Approved
2326,Male,Yes,3,Graduate,Yes,6534,2492,128,120,1,Rural,Approved
2327,Female,No,2,Not Graduate,No,8367,6660,101,360,1,Semiurban,Approved
2328,Male,No,2,Not Graduate,Yes,11141,960,371,300,0,Urban,Rejected
2329,Female,No,1,Graduate,Yes,11201,5485,130,120,0,Urban,Approved
2330,Female,No,3,Not Graduate,Yes,2712,7529,103,120,0,Urban,Rejected
2331,Female,No,0,Graduate,Yes,9987,6719,298,180,1,Urban,Approved
2332,Male,No,1,Not Graduate,No,13451,6864,259,120,1,Rural,Approved
2333,Male,No,2,Not Graduate,Yes,8089,9128,429,300,1,Urban,Approved
2334,Female,No,3,Not Graduate,Yes,5428,4323,493,240,0,Rural,Approved
2335,Male,No,3,Graduate,Yes,2868,2541,266,180,1,Semiurban,Approved
2336,Male,Yes,3,Graduate,No,11487,7028,239,240,0,Semiurban,Rejected
2337,Male,Yes,3,Graduate,No,4888,1884,397,180,1,Semiurban,Approved
2338,Male,No,0,Graduate,Yes,4643,5210,299,300,1,Urban,Approved
2339,Female,No,3,Not Graduate,No,10050,588,466,180,0,Semiurban,Approved
2340,Female,Yes,3,Not Graduate,No,8829,8198,304,240,1,Semiurban,Approved
2341,Female,Yes,1,Not Graduate,No,12744,3806,343,360,0,Rural,Rejected
2342,Male,Yes,1,Not Graduate,No,1983,9535,370,300,1,Urban,Rejected
2343,Female,No,3,Graduate,Yes,9903,9452,128,120,0,Urban,Rejected
2344,Female,No,1,Not Graduate,Yes,9423,365,281,120,0,Urban,Rejected
2345,Female,Yes,0,Graduate,No,3293,5758,225,180,0,Semiurban,Rejected
2346,Female,Yes,3,Graduate,No,3710,349,490,240,0,Urban,Approved
2347,Female,Yes,2,Graduate,No,14757,3099,361,180,0,Semiurban,Approved
2348,Male,No,2,Graduate,Yes,8343,1682,380,240,0,Urban,Approved
2349,Male,No,2,Not Graduate,No,4504,3754,300,240,1,Semiurban,Approved
2350,Male,No,1,Not Graduate,Yes,10584,2012,254,180,0,Semiurban,Rejected
2351,Male,No,3,Not Graduate,No,14553,7560,236,300,0,Rural,Approved
2352,Female,No,0,Not Graduate,Yes,7707,8604,51,180,1,Rural,Approved
2353,Male,No,2,Not Graduate,No,11632,3490,404,360,0,Rural,Rejected
2354,Female,Yes,3,Graduate,No,5844,3278,111,120,1,Semiurban,Approved
2355,Female,No,0,Not Graduate,No,14969,9529,122,360,1,Semiurban,Approved
2356,Male,No,3,Graduate,No,8900,3605,300,120,1,Rural,Approved
2357,Female,Yes,0,Graduate,Yes,11549,5307,387,180,0,Rural,Rejected
2358,Female,Yes,2,Graduate,No,1968,776,214,120,1,Semiurban,Rejected
2359,Male,No,0,Graduate,Yes,9981,9046,264,240,1,Rural,Approved
2360,Male,Yes,0,Not Graduate,No,8026,2184,395,360,0,Urban,Rejected
2361,Male,Yes,0,Not Graduate,Yes,14027,8569,394,180,1,Urban,Approved
2362,Male,No,0,Not Graduate,Yes,14454,8078,176,360,0,Semiurban,Approved
2363,Male,Yes,0,Not Graduate,No,6478,3077,81,360,1,Semiurban,Approved
2364,Male,Yes,1,Graduate,No,9007,4402,294,360,1,Rural,Approved
2365,Male,Yes,3,Graduate,Yes,7022,8372,357,360,0,Semiurban,Rejected
2366,Female,No,0,Graduate,No,2331,6971,80,300,0,Urban,Rejected
2367,Female,No,3,Graduate,Yes,11719,5798,475,360,1,Semiurban,Approved
2368,Male,No,3,Graduate,No,7751,7852,95,120,0,Urban,Approved
2369,Female,Yes,1,Not Graduate,Yes,6247,5054,277,120,1,Semiurban,Approved
2370,Male,Yes,0,Graduate,No,4439,9213,169,180,1,Semiurban,Approved
2371,Female,Yes,3,Not Graduate,No,13803,5181,210,180,1,Rural,Approved
2372,Male,No,0,Graduate,No,13800,962,171,360,0,Urban,Rejected
2373,Female,Yes,0,Not Graduate,Yes,8868,7288,253,240,1,Semiurban,Approved
2374,Male,No,1,Not Graduate,No,9372,3624,464,360,1,Semiurban,Approved
2375,Female,Yes,1,Not Graduate,No,3230,1641,252,360,1,Urban,Approved
2376,Female,No,2,Graduate,No,13671,6013,141,360,1,Semiurban,Approved
2377,Male,No,3,Graduate,No,8701,4312,396,240,0,Semiurban,Approved
2378,Female,Yes,2,Graduate,Yes,5349,1149,130,300,0,Urban,Approved
2379,Female,Yes,0,Not Graduate,No,7695,4363,447,240,0,Semiurban,Rejected
2380,Male,Yes,3,Graduate,No,2039,3222,221,300,1,Rural,Rejected
2381,Female,No,2,Not Graduate,Yes,8389,9092,160,300,0,Urban,Approved
2382,Male,Yes,2,Graduate,Yes,5607,7388,417,180,0,Urban,Approved
2383,Male,Yes,3,Not Graduate,No,10606,3242,443,360,1,Semiurban,Approved
2384,Male,No,2,Not Graduate,Yes,9184,3615,241,360,1,Urban,Approved
2385,Male,No,3,Graduate,No,12166,3067,423,240,1,Semiurban,Approved
2386,Male,No,0,Graduate,Yes,4797,531,152,180,0,Semiurban,Rejected
2387,Female,No,0,Graduate,No,14576,2532,376,180,0,Semiurban,Rejected
2388,Female,No,3,Graduate,Yes,3969,6829,288,300,1,Rural,Approved
2389,Female,Yes,1,Graduate,No,10053,6295,426,240,0,Urban,Approved
2390,Female,No,0,Graduate,No,9976,6113,483,300,1,Urban,Approved
2391,Male,No,3,Not Graduate,No,12570,604,243,120,1,Urban,Approved
2392,Male,No,1,Graduate,No,6781,6979,379,240,0,Urban,Rejected
2393,Male,Yes,2,Graduate,No,8491,6265,362,120,0,Rural,Rejected
2394,Female,Yes,3,Graduate,No,4688,3241,388,360,1,Semiurban,Approved
2395,Male,Yes,0,Graduate,No,9206,3709,76,120,0,Urban,Approved
2396,Male,Yes,1,Graduate,Yes,12030,7572,273,180,0,Semiurban,Rejected
2397,Female,No,3,Graduate,No,7420,6537,490,120,1,Rural,Approved
2398,Male,Yes,2,Not Graduate,No,9969,6391,468,360,0,Rural,Rejected
2399,Male,No,2,Graduate,Yes,5823,9033,188,180,0,Urban,Rejected
2400,Male,Yes,0,Not Graduate,Yes,11758,3901,491,360,1,Urban,Approved
2401,Male,No,1,Graduate,Yes,4376,4651,388,300,1,Urban,Approved
2402,Female,Yes,1,Graduate,Yes,6790,1722,470,180,0,Semiurban,Rejected
2403,Male,Yes,3,Graduate,No,5727,3170,426,120,0,Urban,Rejected
2404,Male,Yes,3,Graduate,No,11749,5282,194,180,1,Urban,Approved
2405,Male,Yes,2,Not Graduate,Yes,11557,2196,115,120,1,Urban,Approved
2406,Male,Yes,3,Not Graduate,Yes,13550,6660,156,300,0,Urban,Rejected
2407,Female,No,2,Not Graduate,Yes,12712,2376,90,300,1,Rural,Approved
2408,Male,No,0,Not Graduate,No,3212,6591,472,120,0,Semiurban,Approved
2409,Female,Yes,3,Graduate,Yes,8582,5484,372,120,1,Urban,Approved
2410,Female,No,1,Graduate,No,3143,9697,192,120,0,Rural,Rejected
2411,Male,Yes,3,Graduate,No,13668,8456,339,180,1,Semiurban,Approved
2412,Female,No,3,Not Graduate,Yes,14519,1124,261,360,1,Semiurban,Approved
2413,Male,Yes,2,Not Graduate,Yes,14599,1346,453,120,1,Rural,Approved
2414,Male,Yes,3,Graduate,Yes,11120,4628,351,180,0,Semiurban,Approved
2415,Male,Yes,0,Graduate,Yes,6730,1931,427,120,1,Rural,Approved
2416,Male,No,0,Graduate,No,9622,7818,95,120,1,Urban,Approved
2417,Male,No,1,Graduate,Yes,9472,2083,463,240,0,Urban,Approved
2418,Female,Yes,2,Not Graduate,No,9891,2497,70,240,0,Urban,Rejected
2419,Male,Yes,1,Graduate,Yes,7504,8580,256,300,0,Semiurban,Rejected
2420,Female,No,3,Not Graduate,Yes,10315,3540,82,240,1,Urban,Approved
2421,Male,No,3,Graduate,Yes,6259,3941,471,360,1,Rural,Approved
2422,Female,No,1,Not Graduate,No,12496,5953,218,240,0,Urban,Approved
2423,Male,Yes,2,Not Graduate,No,2601,2395,499,180,0,Semiurban,Approved
2424,Female,No,2,Not Graduate,No,6281,4664,100,240,0,Urban,Approved
2425,Female,Yes,1,Not Graduate,Yes,10424,3808,346,180,0,Semiurban,Rejected
2426,Male,No,3,Not Graduate,No,7076,3305,139,300,1,Rural,Approved
2427,Male,Yes,3,Not Graduate,Yes,5675,4688,344,360,0,Semiurban,Rejected
2428,Female,No,2,Graduate,Yes,6581,3113,227,360,0,Semiurban,Rejected
2429,Male,No,1,Graduate,No,5294,3364,296,120,1,Semiurban,Approved
2430,Female,No,0,Graduate,No,8384,4896,204,300,1,Urban,Approved
2431,Female,No,0,Not Graduate,Yes,3492,4814,63,180,1,Urban,Approved
2432,Female,No,2,Graduate,Yes,6981,5554,430,360,0,Rural,Approved
2433,Female,Yes,0,Graduate,No,10654,6924,311,240,1,Urban,Approved
2434,Female,No,2,Not Graduate,Yes,1742,5934,205,180,0,Urban,Approved
2435,Male,Yes,2,Graduate,Yes,9204,917,80,360,0,Rural,Rejected
2436,Female,No,3,Not Graduate,Yes,7530,9626,377,240,1,Rural,Approved
2437,Male,Yes,1,Not Graduate,No,12788,1479,364,120,0,Semiurban,Approved
2438,Female,No,3,Graduate,Yes,9145,3064,449,240,0,Urban,Approved
2439,Male,Yes,0,Graduate,No,8040,2072,423,360,1,Urban,Approved
2440,Male,No,2,Not Graduate,Yes,1764,9179,363,120,0,Urban,Rejected
2441,Female,No,2,Not Graduate,No,13857,2834,478,120,0,Rural,Rejected
2442,Male,Yes,2,Not Graduate,No,2936,1546,439,180,0,Rural,Rejected
2443,Female,Yes,2,Not Graduate,No,11080,2716,403,180,1,Urban,Approved
2444,Male,No,1,Graduate,No,4698,9696,350,300,0,Urban,Approved
2445,Female,Yes,3,Graduate,Yes,13831,4644,179,240,1,Rural,Approved
2446,Male,Yes,2,Graduate,No,9924,6614,111,360,1,Rural,Approved
2447,Male,No,1,Not Graduate,No,10755,6102,210,300,1,Rural,Approved
2448,Female,Yes,3,Not Graduate,Yes,10230,7922,284,300,0,Semiurban,Rejected
2449,Male,Yes,1,Not Graduate,No,14217,6615,315,240,1,Rural,Approved
2450,Female,Yes,0,Graduate,Yes,12179,7882,447,360,1,Rural,Approved
2451,Female,No,1,Not Graduate,Yes,2704,5864,388,120,1,Rural,Approved
2452,Male,Yes,2,Not Graduate,No,7232,3976,437,180,1,Semiurban,Approved
2453,Male,Yes,3,Not Graduate,Yes,4005,2094,191,360,0,Semiurban,Approved
2454,Female,No,3,Graduate,Yes,7227,787,444,360,1,Semiurban,Approved
2455,Female,Yes,1,Not Graduate,No,7829,2669,184,180,1,Urban,Approved
2456,Female,No,1,Graduate,No,10314,1052,452,300,0,Semiurban,Rejected
2457,Male,No,2,Graduate,Yes,7819,897,442,240,0,Rural,Approved
2458,Male,Yes,1,Graduate,No,3031,6108,487,300,0,Semiurban,Rejected
2459,Male,Yes,2,Graduate,No,9817,8135,445,360,1,Urban,Approved
2460,Female,No,0,Not Graduate,Yes,4221,6028,73,240,0,Rural,Approved
2461,Female,Yes,0,Not Graduate,Yes,8450,8378,407,300,0,Semiurban,Approved
2462,Female,Yes,3,Graduate,Yes,14270,2749,311,300,1,Rural,Approved
2463,Female,No,2,Graduate,No,11335,4188,493,240,0,Rural,Approved
2464,Male,Yes,1,Not Graduate,Yes,5317,296,210,360,0,Rural,Rejected
2465,Female,No,2,Graduate,No,2181,6457,375,300,1,Semiurban,Approved
2466,Female,Yes,3,Not Graduate,No,14527,9482,233,300,1,Urban,Approved
2467,Male,Yes,1,Not Graduate,Yes,11079,6853,61,240,1,Rural,Approved
2468,Male,Yes,3,Graduate,No,7133,932,458,300,0,Semiurban,Rejected
2469,Female,No,2,Graduate,No,5635,192,461,240,1,Rural,Approved
2470,Male,No,0,Graduate,No,10490,2511,149,240,1,Rural,Approved
2471,Male,No,1,Graduate,Yes,6444,2624,118,360,0,Rural,Rejected
2472,Female,Yes,0,Graduate,Yes,3594,3451,237,240,0,Urban,Approved
2473,Male,No,3,Graduate,Yes,12893,1487,464,360,0,Rural,Rejected
2474,Male,No,2,Graduate,Yes,4570,9493,359,180,1,Urban,Approved
2475,Male,No,0,Not Graduate,Yes,14088,29,68,360,0,Urban,Rejected
2476,Female,No,1,Graduate,Yes,4033,7339,150,180,1,Semiurban,Approved
2477,Male,Yes,3,Graduate,Yes,11122,7102,169,300,0,Rural,Approved
2478,Female,No,2,Not Graduate,Yes,2075,9893,162,240,1,Rural,Approved
2479,Female,No,2,Not Graduate,Yes,9874,9027,174,360,0,Rural,Rejected
2480,Female,No,1,Graduate,No,14325,9235,289,240,1,Semiurban,Approved
2481,Female,Yes,2,Graduate,Yes,8084,8059,176,180,1,Semiurban,Approved
2482,Male,No,0,Graduate,No,6271,6787,150,300,1,Urban,Approved
2483,Male,No,1,Graduate,No,13247,3768,118,360,0,Rural,Rejected
2484,Male,Yes,1,Not Graduate,Yes,8144,431,298,240,0,Urban,Approved
2485,Male,No,0,Not Graduate,No,7716,4440,357,360,1,Semiurban,Approved
2486,Male,Yes,3,Not Graduate,Yes,9950,8936,459,180,1,Rural,Approved
2487,Female,Yes,3,Graduate,No,6149,4521,308,360,1,Rural,Approved
2488,Female,Yes,0,Not Graduate,No,8997,6160,78,300,0,Urban,Approved
2489,Female,No,1,Not Graduate,No,2394,8975,379,300,0,Semiurban,Approved
2490,Female,Yes,2,Graduate,No,2764,3422,76,300,0,Urban,Approved
2491,Female,No,1,Graduate,No,8298,273,169,300,1,Rural,Approved
2492,Male,No,2,Graduate,Yes,3030,8487,453,300,1,Rural,Approved
2493,Female,Yes,2,Not Graduate,Yes,4824,4632,217,300,0,Semiurban,Approved
2494,Female,Yes,1,Graduate,No,1788,7141,419,300,1,Urban,Approved
2495,Male,No,2,Graduate,Yes,9508,5788,347,300,0,Rural,Approved
2496,Male,Yes,0,Not Graduate,No,4227,8384,483,300,0,Semiurban,Approved
2497,Male,No,3,Graduate,No,5721,1100,380,240,0,Semiurban,Rejected
2498,Female,Yes,1,Graduate,Yes,3481,4157,92,300,1,Semiurban,Approved
2499,Female,Yes,0,Not Graduate,No,3302,8954,58,360,0,Semiurban,Rejected
2500,Male,Yes,2,Not Graduate,No,1912,8127,382,120,0,Urban,Rejected
2501,Female,Yes,0,Not Graduate,Yes,5964,6247,147,120,0,Rural,Approved
2502,Female,No,2,Graduate,Yes,4631,5543,173,120,0,Urban,Approved
2503,Female,No,3,Not Graduate,No,10946,8875,411,240,0,Urban,Approved
2504,Male,No,2,Graduate,Yes,12563,6771,234,180,1,Rural,Approved
2505,Male,Yes,1,Graduate,Yes,4354,144,236,240,1,Rural,Approved
2506,Female,Yes,1,Graduate,Yes,11854,3591,419,180,1,Urban,Approved
2507,Female,No,0,Graduate,No,3952,4614,100,360,0,Rural,Rejected
2508,Female,Yes,0,Not Graduate,Yes,9584,6829,420,240,0,Rural,Approved
2509,Male,Yes,2,Graduate,Yes,9382,7590,468,300,0,Rural,Approved
2510,Female,Yes,0,Graduate,No,8493,7865,390,360,0,Semiurban,Approved
2511,Male,Yes,1,Not Graduate,Yes,2046,3049,399,180,1,Rural,Rejected
2512,Male,No,0,Not Graduate,No,2899,5312,351,240,0,Rural,Approved
2513,Male,No,2,Not Graduate,No,4633,3838,264,300,1,Urban,Approved
2514,Female,Yes,3,Not Graduate,No,7430,5488,426,240,1,Rural,Approved
2515,Female,No,1,Not Graduate,Yes,8196,4819,408,300,0,Rural,Rejected
2516,Female,No,1,Not Graduate,Yes,12440,5871,474,180,0,Rural,Rejected
2517,Female,Yes,2,Graduate,Yes,11061,1833,429,180,1,Urban,Approved
2518,Male,No,3,Not Graduate,No,6736,3540,283,240,0,Rural,Rejected
2519,Female,Yes,1,Graduate,No,12904,7571,462,240,0,Urban,Rejected
2520,Male,Yes,1,Not Graduate,No,12729,3731,299,240,1,Urban,Approved
2521,Female,No,0,Graduate,No,13479,4684,260,120,0,Semiurban,Rejected
2522,Female,No,3,Not Graduate,Yes,14096,5671,97,240,0,Semiurban,Approved
2523,Female,No,0,Not Graduate,Yes,1901,5987,232,360,1,Semiurban,Approved
2524,Male,Yes,3,Graduate,Yes,4333,2252,483,180,1,Urban,Approved
2525,Male,Yes,2,Graduate,No,13024,7802,245,240,1,Rural,Approved
2526,Female,No,2,Graduate,No,7718,9865,416,180,1,Semiurban,Approved
2527,Male,Yes,2,Graduate,No,12552,6710,207,240,0,Urban,Approved
2528,Male,Yes,1,Graduate,No,5468,8591,413,180,0,Urban,Approved
2529,Male,No,0,Not Graduate,Yes,3068,2338,355,300,1,Rural,Approved
2530,Female,Yes,2,Not Graduate,No,11603,8013,468,360,0,Semiurban,Rejected
2531,Female,Yes,1,Not Graduate,No,6111,6991,360,300,0,Rural,Rejected
2532,Female,No,0,Graduate,No,6673,9730,280,300,1,Rural,Approved
2533,Female,Yes,2,Graduate,No,7457,7427,210,120,1,Urban,Approved
2534,Female,Yes,3,Not Graduate,No,8695,3041,476,300,0,Rural,Approved
2535,Male,Yes,2,Graduate,Yes,3138,8460,240,240,1,Urban,Approved
2536,Male,No,2,Graduate,Yes,5790,8603,455,120,1,Rural,Approved
2537,Male,No,2,Not Graduate,No,9797,9599,477,360,1,Rural,Approved
2538,Male,No,1,Not Graduate,Yes,12676,5,401,180,1,Urban,Approved
2539,Female,Yes,0,Not Graduate,Yes,13632,9719,459,120,1,Rural,Approved
2540,Male,No,3,Not Graduate,No,13352,4174,93,120,1,Semiurban,Approved
2541,Female,No,3,Graduate,No,6995,3874,84,120,1,Urban,Approved
2542,Female,Yes,0,Graduate,Yes,5729,2335,416,120,0,Semiurban,Approved
2543,Female,No,1,Not Graduate,No,5415,5634,479,240,0,Semiurban,Approved
2544,Male,Yes,1,Not Graduate,No,5291,161,283,180,1,Semiurban,Approved
2545,Female,No,1,Graduate,No,5710,549,411,300,0,Urban,Approved
2546,Male,No,3,Not Graduate,Yes,5567,3888,102,180,0,Semiurban,Rejected
2547,Female,No,1,Graduate,Yes,14868,6718,63,240,1,Rural,Approved
2548,Male,No,0,Graduate,No,4774,17,274,300,1,Semiurban,Approved
2549,Male,No,2,Graduate,Yes,5068,9175,230,120,1,Urban,Approved
2550,Female,Yes,3,Not Graduate,No,2751,6753,429,240,1,Urban,Approved
2551,Male,Yes,1,Graduate,Yes,4664,1603,76,300,0,Urban,Rejected
2552,Male,No,0,Graduate,Yes,3528,7744,433,240,1,Semiurban,Approved
2553,Male,Yes,2,Graduate,No,14976,6439,498,180,0,Semiurban,Rejected
2554,Female,Yes,1,Graduate,No,13123,9194,280,300,0,Rural,Rejected
2555,Female,No,2,Graduate,Yes,4259,2046,155,300,1,Semiurban,Approved
2556,Male,No,2,Not Graduate,No,14201,5506,206,240,1,Semiurban,Approved
2557,Male,No,1,Graduate,No,7697,1406,343,240,0,Urban,Approved
2558,Male,No,2,Graduate,Yes,10543,2338,171,300,1,Urban,Approved
2559,Male,Yes,2,Not Graduate,No,11763,9671,411,120,0,Semiurban,Rejected
2560,Female,Yes,1,Not Graduate,No,12235,8323,198,120,1,Rural,Approved
2561,Female,Yes,0,Not Graduate,Yes,1972,7497,311,180,1,Rural,Approved
2562,Female,No,2,Graduate,Yes,7366,4978,292,240,1,Rural,Approved
2563,Male,No,3,Not Graduate,No,14431,927,284,120,0,Semiurban,Approved
2564,Female,Yes,0,Graduate,No,2175,1659,168,300,0,Urban,Rejected
2565,Male,Yes,3,Graduate,No,10864,7559,414,120,0,Rural,Rejected
2566,Female,Yes,2,Not Graduate,No,3824,1744,238,240,0,Semiurban,Rejected
2567,Male,Yes,1,Graduate,Yes,10681,6265,348,240,0,Rural,Approved
2568,Male,Yes,0,Graduate,No,14763,736,449,120,1,Rural,Approved
2569,Male,No,2,Not Graduate,No,1589,424,213,300,1,Rural,Rejected
2570,Male,No,2,Graduate,No,9751,6786,333,240,1,Rural,Approved
2571,Male,Yes,1,Graduate,Yes,11307,2400,134,240,0,Urban,Approved
2572,Male,Yes,1,Graduate,Yes,1833,9118,53,360,0,Semiurban,Rejected
2573,Female,No,3,Graduate,No,9774,5373,234,180,1,Semiurban,Approved
2574,Male,No,3,Graduate,No,8600,8349,411,240,1,Semiurban,Approved
2575,Female,Yes,1,Not Graduate,Yes,13095,5090,446,360,1,Semiurban,Approved
2576,Female,No,3,Graduate,Yes,11493,6544,220,240,1,Rural,Approved
2577,Female,Yes,1,Not Graduate,No,6164,1794,180,120,0,Semiurban,Approved
2578,Female,Yes,2,Graduate,Yes,14462,4118,370,240,0,Urban,Rejected
2579,Male,Yes,3,Graduate,No,13187,767,197,240,1,Semiurban,Approved
2580,Male,No,2,Not Graduate,No,9611,8978,305,120,1,Urban,Approved
2581,Male,No,0,Not Graduate,No,8646,543,131,300,0,Urban,Approved
2582,Male,Yes,0,Not Graduate,Yes,3581,1668,381,180,1,Urban,Approved
2583,Male,No,1,Graduate,No,5135,3682,261,120,0,Rural,Rejected
2584,Male,No,3,Graduate,No,9065,4090,475,300,0,Semiurban,Approved
2585,Male,Yes,3,Graduate,Yes,13714,7111,387,120,0,Urban,Rejected
2586,Female,Yes,2,Graduate,Yes,13173,983,175,360,0,Semiurban,Approved
2587,Male,No,2,Graduate,No,5798,4903,100,240,1,Urban,Approved
2588,Female,No,2,Graduate,Yes,2708,2541,500,360,0,Urban,Approved
2589,Male,No,1,Not Graduate,Yes,2160,7492,55,360,1,Semiurban,Approved
2590,Male,Yes,2,Not Graduate,No,6159,6699,175,300,0,Semiurban,Rejected
2591,Female,No,3,Not Graduate,No,8799,3131,271,240,0,Rural,Approved
2592,Female,No,1,Graduate,No,6514,7236,291,300,1,Urban,Approved
2593,Female,Yes,0,Not Graduate,Yes,12933,3073,225,300,1,Rural,Approved
2594,Female,No,1,Not Graduate,Yes,13989,9826,325,120,1,Rural,Approved
2595,Female,No,0,Graduate,No,3128,9173,380,240,1,Urban,Approved
2596,Female,No,2,Not Graduate,Yes,7356,7748,413,360,0,Rural,Rejected
2597,Male,Yes,2,Graduate,Yes,9943,6584,97,300,0,Semiurban,Rejected
2598,Female,Yes,1,Graduate,Yes,6170,1456,65,180,1,Urban,Approved
2599,Male,No,2,Graduate,No,14902,2141,337,180,0,Urban,Approved
2600,Male,Yes,0,Graduate,Yes,3585,3058,218,360,1,Rural,Approved
2601,Female,Yes,0,Graduate,No,10646,5319,206,300,1,Rural,Approved
2602,Female,No,1,Not Graduate,No,7199,5008,70,120,1,Semiurban,Approved
2603,Female,Yes,0,Graduate,Yes,9135,9860,328,180,1,Semiurban,Approved
2604,Female,Yes,2,Not Graduate,Yes,2961,6901,235,180,0,Rural,Rejected
2605,Female,Yes,3,Graduate,No,13444,208,473,120,0,Semiurban,Rejected
2606,Female,Yes,0,Not Graduate,Yes,4370,1534,480,360,1,Semiurban,Approved
2607,Male,Yes,2,Not Graduate,Yes,13404,826,285,300,0,Semiurban,Approved
2608,Male,Yes,1,Not Graduate,No,4926,464,354,360,0,Semiurban,Rejected
2609,Female,Yes,1,Graduate,Yes,7788,77,102,300,0,Semiurban,Rejected
2610,Male,Yes,3,Graduate,Yes,2114,7613,118,300,0,Rural,Rejected
2611,Female,No,1,Not Graduate,Yes,12934,8767,441,120,0,Rural,Rejected
2612,Female,No,1,Not Graduate,Yes,5549,8482,293,300,1,Urban,Approved
2613,Male,No,3,Not Graduate,Yes,8444,8281,254,180,1,Semiurban,Approved
2614,Male,Yes,2,Not Graduate,Yes,3526,3921,298,240,0,Urban,Rejected
2615,Female,No,0,Graduate,No,11492,9087,342,300,1,Urban,Approved
2616,Male,No,0,Graduate,No,4191,5586,91,180,1,Semiurban,Approved
2617,Female,Yes,2,Not Graduate,No,2666,9183,404,360,0,Semiurban,Approved
2618,Female,No,0,Not Graduate,No,8910,1431,354,240,0,Semiurban,Rejected
2619,Female,No,3,Not Graduate,Yes,7462,455,402,180,1,Semiurban,Approved
2620,Male,No,0,Not Graduate,No,6068,3944,499,240,1,Rural,Approved
2621,Male,Yes,2,Graduate,Yes,14507,6887,214,360,0,Urban,Approved
2622,Female,Yes,0,Graduate,Yes,5101,1016,280,180,1,Semiurban,Approved
2623,Female,No,0,Graduate,Yes,8359,9913,316,240,1,Rural,Approved
2624,Male,No,2,Not Graduate,Yes,3519,1145,360,120,0,Urban,Rejected
2625,Female,Yes,3,Not Graduate,No,5561,4151,120,240,1,Rural,Approved
2626,Male,No,1,Not Graduate,Yes,11020,8544,419,300,0,Semiurban,Approved
2627,Male,No,3,Graduate,Yes,5071,9095,442,180,1,Rural,Approved
2628,Male,Yes,3,Not Graduate,Yes,5048,7598,233,120,0,Urban,Approved
2629,Female,Yes,0,Graduate,Yes,13580,508,476,180,0,Urban,Rejected
2630,Male,Yes,2,Not Graduate,Yes,12942,2104,340,300,1,Rural,Approved
2631,Female,Yes,3,Not Graduate,No,9081,8757,219,360,0,Urban,Rejected
2632,Female,No,3,Graduate,Yes,14441,2774,148,240,0,Semiurban,Approved
2633,Female,No,2,Not Graduate,No,3274,7438,290,180,1,Rural,Approved
2634,Male,Yes,3,Not Graduate,No,14184,5790,353,180,0,Rural,Approved
2635,Male,Yes,3,Graduate,No,8338,2106,418,180,0,Urban,Rejected
2636,Male,No,2,Graduate,Yes,8660,3474,72,180,1,Urban,Approved
2637,Male,No,0,Not Graduate,No,9432,611,477,360,0,Rural,Approved
2638,Male,Yes,2,Not Graduate,No,5799,9099,100,120,0,Rural,Approved
2639,Male,Yes,3,Not Graduate,No,10127,8358,422,360,0,Urban,Approved
2640,Female,Yes,0,Not Graduate,Yes,9499,248,436,240,1,Rural,Approved
2641,Male,No,3,Not Graduate,Yes,6577,5814,173,240,0,Urban,Approved
2642,Male,Yes,3,Graduate,Yes,8668,7688,286,300,1,Semiurban,Approved
2643,Male,Yes,3,Graduate,Yes,3747,1305,166,360,0,Urban,Rejected
2644,Female,Yes,1,Not Graduate,Yes,11213,7520,127,120,1,Semiurban,Approved
2645,Male,No,3,Not Graduate,No,7600,6501,338,300,0,Semiurban,Rejected
2646,Female,Yes,1,Graduate,No,8706,4984,393,360,0,Rural,Rejected
2647,Male,Yes,1,Graduate,No,7066,2217,165,360,0,Rural,Approved
2648,Male,Yes,2,Graduate,No,2076,8217,248,300,1,Semiurban,Rejected
2649,Female,No,3,Not Graduate,No,8936,1499,140,240,0,Urban,Rejected
2650,Female,Yes,3,Graduate,Yes,4851,1919,254,360,0,Urban,Rejected
2651,Male,Yes,1,Not Graduate,No,8835,8214,380,120,0,Rural,Rejected
